0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504493086977780614e-01
4.000000000000000083e-02, 2.013478953806000227e-01
5.000000000000000278e-02, 2.526957290633047859e-01
5.999999999999999778e-02, 3.044927784883796340e-01
7.000000000000000666e-02, 3.567390121260362590e-01
8.000000000000000167e-02, 4.094343981742872840e-01
8.999999999999999667e-02, 4.625737525643988657e-01
1.000000000000000056e-01, 5.161484990500095904e-01
1.100000000000000006e-01, 5.701503616108266614e-01
1.199999999999999956e-01, 6.245713478786049100e-01
1.300000000000000044e-01, 6.794037338189565789e-01
1.400000000000000133e-01, 7.346400495491480775e-01
1.499999999999999944e-01, 7.902730661857374495e-01
1.600000000000000033e-01, 8.462957836277912316e-01
1.700000000000000122e-01, 9.027014191917590580e-01
1.799999999999999933e-01, 9.594833970231135822e-01
1.900000000000000022e-01, 1.016635338217761531e+00
2.000000000000000111e-01, 1.074151051593165596e+00
2.099999999999999922e-01, 1.132024525055218112e+00
2.200000000000000011e-01, 1.190249917512286926e+00
2.300000000000000100e-01, 1.248821551292613963e+00
2.399999999999999911e-01, 1.307733905025461052e+00
2.500000000000000000e-01, 1.366981606950143702e+00
2.600000000000000089e-01, 1.426559428620429060e+00
2.700000000000000178e-01, 1.486462278974741258e+00
2.800000000000000266e-01, 1.546685198745281875e+00
2.899999999999999800e-01, 1.607223355181546909e+00
2.999999999999999889e-01, 1.668072037065857272e+00
3.099999999999999978e-01, 1.729226650000440291e+00
3.200000000000000067e-01, 1.790682711947321204e+00
3.300000000000000155e-01, 1.852435849003846391e+00
3.400000000000000244e-01, 1.914481791398062516e+00
3.500000000000000333e-01, 1.976816369689448516e+00
3.599999999999999867e-01, 2.039435511161651782e+00
3.699999999999999956e-01, 2.102335236394924145e+00
3.800000000000000044e-01, 2.165511656006903873e+00
3.900000000000000133e-01, 2.228960967551256722e+00
4.000000000000000222e-01, 2.292679452564471809e+00
4.100000000000000311e-01, 2.356663473751833937e+00
4.199999999999999845e-01, 2.420909472304245913e+00
4.299999999999999933e-01, 2.485413965338176823e+00
4.400000000000000022e-01, 2.550173543451562885e+00
4.500000000000000111e-01, 2.615184868388988892e+00
4.600000000000000200e-01, 2.680444670809947638e+00
4.700000000000000289e-01, 2.745949748154392633e+00
4.799999999999999822e-01, 2.811696962600196859e+00
4.899999999999999911e-01, 2.877683239107486468e+00
5.000000000000000000e-01, 2.943905563545154980e+00
5.100000000000000089e-01, 3.010360980895165905e+00
5.200000000000000178e-01, 3.077046593530538221e+00
5.300000000000000266e-01, 3.143959559563168416e+00
5.400000000000000355e-01, 3.211097091257889780e+00
5.500000000000000444e-01, 3.278456453509386304e+00
5.600000000000000533e-01, 3.346034962378796163e+00
5.700000000000000622e-01, 3.413829983687024949e+00
5.799999999999999600e-01, 3.481838931661973557e+00
5.899999999999999689e-01, 3.550059267637048155e+00
5.999999999999999778e-01, 3.618488498798481778e+00
6.099999999999999867e-01, 3.687124176979129420e+00
6.199999999999999956e-01, 3.755963897496548132e+00
6.300000000000000044e-01, 3.825005298033286483e+00
6.400000000000000133e-01, 3.894246057557432028e+00
6.500000000000000222e-01, 3.963683895281571612e+00
6.600000000000000311e-01, 4.033316569658422779e+00
6.700000000000000400e-01, 4.103141877411491834e+00
6.800000000000000488e-01, 4.173157652599196688e+00
6.900000000000000577e-01, 4.243361765710988998e+00
7.000000000000000666e-01, 4.313752122794070942e+00
7.099999999999999645e-01, 4.384326664609395685e+00
